24748,50840
24758,51211
24827,51394
24904,51175
24996,51548
25010,51039
25030,51275
25067,51077
25100,51516
25103,51521
25121,51218
25150,51537
25158,51163
25162,51220
25167,51606
25168,51086
25173,51269
25210,51394
25211,51619
25214,50807
25214,51378
25223,51451
25224,51174
25233,51333
25234,51203
25235,51330
25235,51495
25242,51428
25243,51452
25252,51559
25253,51535
25253,51549
25263,51516
25265,51545
25266,50969
25266,51483
25270,51532
25270,51505
25270,51523
25275,51533
25277,51547
25278,51525
25278,51541
25279,51445
25281,51535
25281,51512
25283,51533
25283,51546
25284,51555
25286,51504
25286,51534
25286,51533
25287,51537
25288,51546
25290,51528
25291,51424
25292,51520
25298,51001
25300,51394
25306,51507
25311,51003
25313,50883
25315,51438
25316,50766
25320,51495
25322,51507
25325,51470
25326,51350
25337,51425
25339,51173
25340,51293
25341,51507
25358,51333
25363,51281
25368,51226
25374,51436
25377,51294
25396,51422
25400,51183
25400,51425
25404,51073
25416,51403
25416,51457
25419,50793
25429,50785
25433,51220
25440,51378
25444,50958
25451,50925
25459,51316
25469,51397
25478,51362
25480,50938
25483,51383
25492,51400
25495,50846
25495,50965
25497,51485
25500,50980
25510,51242
25531,51304
25533,50977
25538,51408
25545,51387
25549,51431
25550,51433
25560,51158
25566,51484
25567,50958
25574,51486
25585,51151
25609,51092
25610,51475
25622,51454
25645,51450
25650,51372
25666,51174
25683,51505
25686,51468
25696,51260
25700,51584
25708,51591
25716,51050
25717,51057
25723,51004
25734,51547
25751,51449
25751,50920
25758,51395
25765,51019
25772,51483
25775,51023
25779,51449
25793,51409
25808,51060
25816,51133
25823,51152
25826,51043
25829,51245
25833,51072
25839,51465
25847,51205
25850,51033
25856,51083
25857,51298
25857,51441
25866,51066
25867,51205
25871,51354
25872,51258
25880,51221
25883,51185
25888,51386
25900,51000
25904,51201
25928,51337
25937,51313
25944,51456
25950,51066
25951,51349
25957,51075
25958,51099
25966,51283
25983,51400
25983,51328
26000,51294
26008,51083
26016,51333
26021,51366
26033,51116
26033,51166
26033,51163
26033,51200
26048,51056
26050,51250
26050,51297
26050,51135
26055,51316
26067,51258
26074,51083
26076,51166
26077,51222
26078,51361
26083,51147
26099,51161
26108,51244
26116,51216
26123,51169
26123,51222
26133,51216
26133,51300
26150,51108
